query_id,pmid,rank,score,model_name
Q1,38263475,1,8.746938865723266,bm25
Q1,39893456,2,8.724226083214761,bm25
Q1,40093920,3,8.511417412189392,bm25
Q1,41892906,4,8.03633097483742,bm25
Q1,41593765,5,7.969067409447372,bm25
Q1,40464460,6,7.347822241851679,bm25
Q1,40257599,7,7.34276645715439,bm25
Q1,39553858,8,7.264568450874603,bm25
Q1,39737769,9,7.236434778413625,bm25
Q1,39550564,10,7.1946442613563,bm25
Q2,40257599,1,10.363649700003565,bm25
Q2,41892906,2,9.926712866212831,bm25
Q2,36094488,3,9.108872033280297,bm25
Q2,38263165,4,9.107269451621125,bm25
Q2,36272508,5,8.418916329202744,bm25
Q2,41133266,6,8.06749322401256,bm25
Q2,35347500,7,7.803449654233108,bm25
Q2,37800768,8,7.739091979581738,bm25
Q2,38303097,9,7.706948698033474,bm25
Q2,39293124,10,7.417815490902699,bm25
Q3,39550564,1,12.541073485407598,bm25
Q3,41593765,2,11.90044844362754,bm25
Q3,40093920,3,11.561778964568765,bm25
Q3,32623211,4,9.618122971774188,bm25
Q3,34294657,5,8.752202308490379,bm25
Q3,39710907,6,8.730163622778658,bm25
Q3,32461443,7,8.408286570572598,bm25
Q3,41246845,8,8.146419638131402,bm25
Q3,37738896,9,8.111543760460364,bm25
Q3,37772490,10,8.067034512175871,bm25
Q4,34379018,1,14.220022099547819,bm25
Q4,41455505,2,13.642660864231564,bm25
Q4,34667130,3,12.139137948133051,bm25
Q4,39661921,4,11.71863887468905,bm25
Q4,35946086,5,11.176113259984234,bm25
Q4,37370972,6,11.176113259984234,bm25
Q4,36161838,7,10.703795453607807,bm25
Q4,39954575,8,10.604385821302195,bm25
Q4,37549174,9,10.225109660513466,bm25
Q4,33832689,10,9.652410161553188,bm25
Q5,38216851,1,16.690797716127893,bm25
Q5,38627230,2,15.619946042783235,bm25
Q5,38303097,3,14.041159575291706,bm25
Q5,37834380,4,12.946001900177455,bm25
Q5,32461443,5,12.906859494134507,bm25
Q5,37800768,6,12.872705443511663,bm25
Q5,41317599,7,12.77171053621512,bm25
Q5,38496013,8,12.584590455044367,bm25
Q5,41870255,9,12.509370752383301,bm25
Q5,35180139,10,12.315358541211207,bm25
Q6,41881459,1,17.207680085488597,bm25
Q6,38303097,2,15.826194985884017,bm25
Q6,35652366,3,15.510967843191064,bm25
Q6,41892906,4,12.961888329515778,bm25
Q6,38496013,5,12.95272415213713,bm25
Q6,35618438,6,12.925955989545695,bm25
Q6,34558326,7,12.805689928762206,bm25
Q6,34294657,8,12.63539806087444,bm25
Q6,40535992,9,12.508788626519891,bm25
Q6,40464460,10,12.494706980466272,bm25
Q7,40560963,1,6.389627161876309,bm25
Q7,41246845,2,6.193155893983694,bm25
Q7,33271374,3,6.100879778696513,bm25
Q7,37989566,4,5.755857915084897,bm25
Q7,40911035,5,5.5703383830266535,bm25
Q7,41929599,6,5.564503446631239,bm25
Q7,37370972,7,5.433445208651677,bm25
Q7,40081818,8,5.319481888946302,bm25
Q7,41593765,9,5.152213213684513,bm25
Q7,37958816,10,5.1088016763727975,bm25
Q8,41317599,1,6.86272101573883,bm25
Q8,40321052,2,6.670254595408614,bm25
Q8,38496013,3,6.3676323798790655,bm25
Q8,38104911,4,6.204283270709234,bm25
Q8,39617167,5,6.158368313752666,bm25
Q8,38627230,6,6.155260439686845,bm25
Q8,40257599,7,5.951388837110972,bm25
Q8,41211293,8,5.902859379386461,bm25
Q8,40241602,9,5.7966920867912926,bm25
Q8,38263165,10,5.701899530446831,bm25
Q9,40851106,1,10.243965049747839,bm25
Q9,41889025,2,10.023808228456328,bm25
Q9,37958816,3,9.442229014576835,bm25
Q9,41858217,4,9.097520157942334,bm25
Q9,41526632,5,8.886695230990757,bm25
Q9,41925947,6,8.303846714850728,bm25
Q9,41851031,7,7.803698383016606,bm25
Q9,38381373,8,7.628197987139678,bm25
Q9,41757373,9,7.621166562878113,bm25
Q9,38285070,10,7.570621663778538,bm25
Q10,41873111,1,8.296081047460008,bm25
Q10,38381373,2,7.182178796663066,bm25
Q10,38285070,3,7.147578856401676,bm25
Q10,41808285,4,7.0094232139323704,bm25
Q10,41905093,5,6.520852696399351,bm25
Q10,41840463,6,6.47494647413164,bm25
Q10,40757876,7,6.22770772312105,bm25
Q10,41781369,8,6.2221910476565485,bm25
Q10,41892906,9,6.162405824314481,bm25
Q10,37079031,10,6.160177877645606,bm25
Q11,41593765,1,10.018380378419765,bm25
Q11,41890204,2,9.347995796150496,bm25
Q11,41797866,3,9.255540573828567,bm25
Q11,40093920,4,9.217854475284259,bm25
Q11,39550564,5,9.017682557261661,bm25
Q11,41833152,6,8.364456244239204,bm25
Q11,37738896,7,8.347582802758009,bm25
Q11,41949144,8,8.19870400779675,bm25
Q11,41825293,9,8.196938439326228,bm25
Q11,41791118,10,8.164131517176731,bm25
Q12,38263475,1,6.830747227960861,bm25
