query_id,pmid,rank,score,model_name
Q1,41307192,1,0.7753026485443115,sbert
Q1,32498362,2,0.7557709217071533,sbert
Q1,41377063,3,0.7304827570915222,sbert
Q1,40865647,4,0.7288953065872192,sbert
Q1,37182886,5,0.7260441780090332,sbert
Q1,41030116,6,0.7196153402328491,sbert
Q1,39794837,7,0.7170577049255371,sbert
Q1,39169442,8,0.7077198624610901,sbert
Q1,40002697,9,0.7029021382331848,sbert
Q1,39000382,10,0.697903573513031,sbert
Q1,41315191,11,0.6890535950660706,sbert
Q1,38711107,12,0.6825708746910095,sbert
Q1,37611119,13,0.6627485752105713,sbert
Q1,37551793,14,0.6441299915313721,sbert
Q1,32765149,15,0.6306928396224976,sbert
Q1,39154408,16,0.6280016899108887,sbert
Q1,41883283,17,0.622322678565979,sbert
Q1,41494407,18,0.6159049868583679,sbert
Q1,41919360,19,0.6092609763145447,sbert
Q1,41430353,20,0.602422833442688,sbert
Q2,40645254,1,0.7369760274887085,sbert
Q2,38189711,2,0.7346653938293457,sbert
Q2,37562366,3,0.7274515628814697,sbert
Q2,39579685,4,0.703157365322113,sbert
Q2,39154408,5,0.6398993730545044,sbert
Q2,40753723,6,0.5651154518127441,sbert
Q2,40219952,7,0.5618137121200562,sbert
Q2,40232370,8,0.5615772604942322,sbert
Q2,40047132,9,0.5461668372154236,sbert
Q2,33035869,10,0.545885443687439,sbert
Q2,36537667,11,0.5384305119514465,sbert
Q2,35648233,12,0.5214016437530518,sbert
Q2,41008294,13,0.5201980471611023,sbert
Q2,37611119,14,0.5198899507522583,sbert
Q2,40564996,15,0.510984480381012,sbert
Q2,36635219,16,0.5067539215087891,sbert
Q2,38090586,17,0.5014380812644958,sbert
Q2,41430353,18,0.4922472834587097,sbert
Q2,38351326,19,0.4857904314994812,sbert
Q2,34224526,20,0.4833132028579712,sbert
Q3,34045307,1,0.6841444969177246,sbert
Q3,32498362,2,0.669084906578064,sbert
Q3,39694820,3,0.6543945074081421,sbert
Q3,40424561,4,0.6447062492370605,sbert
Q3,32424064,5,0.6374093294143677,sbert
Q3,38962980,6,0.6242386698722839,sbert
Q3,36229190,7,0.6114353537559509,sbert
Q3,41117607,8,0.6079526543617249,sbert
Q3,36635219,9,0.6020735502243042,sbert
Q3,41315191,10,0.5987032651901245,sbert
Q3,40924955,11,0.5961070656776428,sbert
Q3,38090586,12,0.5774421691894531,sbert
Q3,38922460,13,0.5736905932426453,sbert
Q3,37611119,14,0.572806179523468,sbert
Q3,39514529,15,0.5687682628631592,sbert
Q3,41679586,16,0.5685226917266846,sbert
Q3,40753723,17,0.5683609247207642,sbert
Q3,38928637,18,0.5678653717041016,sbert
Q3,34011720,19,0.5662785768508911,sbert
Q3,40219952,20,0.5622177124023438,sbert
Q4,37067590,1,0.7195820808410645,sbert
Q4,38090586,2,0.7055293917655945,sbert
Q4,33041959,3,0.68446284532547,sbert
Q4,36537667,4,0.6833252906799316,sbert
Q4,36018381,5,0.6786066889762878,sbert
Q4,36635219,6,0.677628755569458,sbert
Q4,33035869,7,0.6715370416641235,sbert
Q4,40219952,8,0.6705238819122314,sbert
Q4,38928637,9,0.6675262451171875,sbert
Q4,32702643,10,0.6620343327522278,sbert
Q4,41117607,11,0.659225583076477,sbert
Q4,39694820,12,0.6552976369857788,sbert
Q4,36229190,13,0.6542577147483826,sbert
Q4,34011720,14,0.65110182762146,sbert
Q4,40424561,15,0.6489197015762329,sbert
Q4,40047132,16,0.6442028284072876,sbert
Q4,38951431,17,0.6436573266983032,sbert
Q4,38962980,18,0.6428995728492737,sbert
Q4,41055457,19,0.639585554599762,sbert
Q4,35648233,20,0.6360952854156494,sbert
Q5,37551793,1,0.7082414627075195,sbert
Q5,37182886,2,0.6761188507080078,sbert
Q5,38711107,3,0.6700252294540405,sbert
Q5,41030116,4,0.6671985983848572,sbert
Q5,39000382,5,0.6565866470336914,sbert
Q5,41307192,6,0.6530763506889343,sbert
Q5,40865647,7,0.6514945030212402,sbert
Q5,37611119,8,0.6207293272018433,sbert
Q5,41315191,9,0.6106150150299072,sbert
Q5,39794837,10,0.6076383590698242,sbert
Q5,38951431,11,0.6059911251068115,sbert
Q5,40002697,12,0.6026175022125244,sbert
Q5,38011353,13,0.5931167602539062,sbert
Q5,41494407,14,0.5874643325805664,sbert
Q5,38610712,15,0.5863807201385498,sbert
Q5,41430353,16,0.5765400528907776,sbert
Q5,40650085,17,0.5744436979293823,sbert
Q5,32498362,18,0.5715324878692627,sbert
Q5,39514529,19,0.565627932548523,sbert
Q5,40867631,20,0.5628557205200195,sbert
Q6,37562366,1,0.6562804579734802,sbert
Q6,39579685,2,0.5710328817367554,sbert
Q6,33035869,3,0.5567933917045593,sbert
Q6,38189711,4,0.5415403842926025,sbert
Q6,41706222,5,0.5118735432624817,sbert
Q6,40645254,6,0.5107530355453491,sbert
Q6,41844500,7,0.4780529737472534,sbert
Q6,39154408,8,0.46429532766342163,sbert
Q6,41760132,9,0.4579850733280182,sbert
Q6,41969198,10,0.4553394317626953,sbert
Q6,40047132,11,0.45528626441955566,sbert
Q6,41777501,12,0.4452013373374939,sbert
Q6,41706242,13,0.43918129801750183,sbert
Q6,40232370,14,0.43247464299201965,sbert
Q6,36537667,15,0.42889368534088135,sbert
Q6,34224526,16,0.4255058169364929,sbert
Q6,41494407,17,0.41485756635665894,sbert
Q6,41008294,18,0.4145582318305969,sbert
Q6,40526586,19,0.4124513864517212,sbert
Q6,41924695,20,0.40973198413848877,sbert
Q7,32498362,1,0.389403373003006,sbert
Q7,32765149,2,0.3764806389808655,sbert
Q7,41307192,3,0.36009979248046875,sbert
Q7,41377063,4,0.35064536333084106,sbert
Q7,38928637,5,0.30792558193206787,sbert
Q7,40865647,6,0.3008868098258972,sbert
Q7,41315191,7,0.2969483435153961,sbert
Q7,39169442,8,0.2958664298057556,sbert
Q7,41949995,9,0.2794807255268097,sbert
Q7,40924955,10,0.2783016562461853,sbert
Q7,41919360,11,0.2719230055809021,sbert
Q7,39694820,12,0.2696879804134369,sbert
Q7,41281807,13,0.26563477516174316,sbert
Q7,41883283,14,0.26277223229408264,sbert
Q7,39928305,15,0.25869983434677124,sbert
Q7,38922460,16,0.25657373666763306,sbert
Q7,41944915,17,0.24372610449790955,sbert
Q7,37440532,18,0.24340999126434326,sbert
Q7,40002697,19,0.23588022589683533,sbert
Q7,35030370,20,0.23421719670295715,sbert
Q8,40645254,1,0.6363722681999207,sbert
Q8,38189711,2,0.6169213056564331,sbert
Q8,39154408,3,0.5819633603096008,sbert
Q8,37562366,4,0.5733627676963806,sbert
Q8,40219952,5,0.5511248111724854,sbert
Q8,37182886,6,0.550403892993927,sbert
Q8,39579685,7,0.5412204265594482,sbert
Q8,36635219,8,0.5309842824935913,sbert
Q8,41430353,9,0.5216106176376343,sbert
Q8,40753723,10,0.5191469192504883,sbert
Q8,37611119,11,0.5125020146369934,sbert
Q8,40047132,12,0.5037235021591187,sbert
Q8,40865647,13,0.5015477538108826,sbert
Q8,32498362,14,0.49807578325271606,sbert
Q8,38090586,15,0.497768759727478,sbert
Q8,39000382,16,0.49314427375793457,sbert
Q8,32702643,17,0.49201396107673645,sbert
Q8,41377063,18,0.4877288043498993,sbert
Q8,38711107,19,0.4857659339904785,sbert
Q8,41307192,20,0.4823160767555237,sbert
Q9,39169442,1,0.7311755418777466,sbert
Q9,41030116,2,0.6724560260772705,sbert
Q9,40002697,3,0.6539793014526367,sbert
Q9,39794837,4,0.6500126123428345,sbert
Q9,38711107,5,0.6169300675392151,sbert
Q9,41307192,6,0.6166343688964844,sbert
Q9,40865647,7,0.6116732358932495,sbert
Q9,41883283,8,0.6089382171630859,sbert
Q9,40040194,9,0.5989172458648682,sbert
Q9,38253722,10,0.5966994762420654,sbert
Q9,38565579,11,0.5843874216079712,sbert
Q9,37182886,12,0.5817524194717407,sbert
Q9,41315191,13,0.5760431289672852,sbert
Q9,32498362,14,0.563813328742981,sbert
Q9,41883140,15,0.5598325133323669,sbert
Q9,39154408,16,0.5422338247299194,sbert
Q9,41924697,17,0.5341761112213135,sbert
Q9,41950049,18,0.514863133430481,sbert
Q9,37551793,19,0.5117160081863403,sbert
Q9,39000382,20,0.5096248984336853,sbert
Q10,37611119,1,0.7325859069824219,sbert
Q10,37182886,2,0.7176129817962646,sbert
Q10,34045307,3,0.6655880212783813,sbert
Q10,39000382,4,0.6602544784545898,sbert
Q10,40002697,5,0.6533775925636292,sbert
Q10,40865647,6,0.6350852847099304,sbert
Q10,41030116,7,0.6078000664710999,sbert
Q10,38951431,8,0.6017042398452759,sbert
Q10,39794837,9,0.5936493873596191,sbert
Q10,41913058,10,0.5901963710784912,sbert
Q10,41870262,11,0.5863026976585388,sbert
Q10,37551793,12,0.5862644910812378,sbert
Q10,38711107,13,0.58545982837677,sbert
Q10,41315191,14,0.5845980048179626,sbert
Q10,40424561,15,0.5803332328796387,sbert
Q10,41307192,16,0.5773090124130249,sbert
Q10,41919533,17,0.5761856436729431,sbert
Q10,41883283,18,0.5722984075546265,sbert
Q10,41494407,19,0.5716143846511841,sbert
Q10,39169442,20,0.5683900117874146,sbert
Q11,41377063,1,0.5727618932723999,sbert
Q11,34045307,2,0.5400856733322144,sbert
Q11,32498362,3,0.5291976928710938,sbert
Q11,41883283,4,0.5281959772109985,sbert
Q11,41813037,5,0.5100601315498352,sbert
Q11,39928305,6,0.5094076991081238,sbert
Q11,41315191,7,0.5064642429351807,sbert
Q11,40924955,8,0.5061212778091431,sbert
Q11,41804736,9,0.4984941780567169,sbert
Q11,37440532,10,0.49694693088531494,sbert
Q11,39694820,11,0.4955284893512726,sbert
Q11,41911088,12,0.4843764901161194,sbert
Q11,41919533,13,0.4773803949356079,sbert
Q11,40002697,14,0.4736216068267822,sbert
Q11,41913058,15,0.4711100161075592,sbert
Q11,39169442,16,0.4673088788986206,sbert
Q11,40424561,17,0.4666404724121094,sbert
Q11,37611119,18,0.46324628591537476,sbert
Q11,37182886,19,0.4585338830947876,sbert
Q11,40219952,20,0.4577536880970001,sbert
Q12,37182886,1,0.7781082391738892,sbert
Q12,39000382,2,0.727724552154541,sbert
Q12,38189711,3,0.6951290369033813,sbert
Q12,41377063,4,0.6918376684188843,sbert
Q12,37611119,5,0.6857589483261108,sbert
Q12,40002697,6,0.6778408288955688,sbert
Q12,39794837,7,0.6659589409828186,sbert
Q12,40526586,8,0.6554765701293945,sbert
Q12,40645254,9,0.6538093090057373,sbert
Q12,38381447,10,0.6464220285415649,sbert
Q12,32498362,11,0.6444012522697449,sbert
Q12,41307192,12,0.6368421316146851,sbert
Q12,39154408,13,0.6354569792747498,sbert
Q12,40865647,14,0.6306036114692688,sbert
Q12,37682646,15,0.6283350586891174,sbert
Q12,40564996,16,0.6257566213607788,sbert
Q12,38711107,17,0.6226524114608765,sbert
Q12,41030116,18,0.6194218993186951,sbert
Q12,36229190,19,0.6149041056632996,sbert
Q12,40867631,20,0.6079204082489014,sbert
Q13,37182886,1,0.6862274408340454,sbert
Q13,40865647,2,0.6769092679023743,sbert
Q13,39169442,3,0.6464954614639282,sbert
Q13,37551793,4,0.6440957188606262,sbert
Q13,37611119,5,0.6369419693946838,sbert
Q13,40002697,6,0.6282217502593994,sbert
Q13,41883283,7,0.6246594786643982,sbert
Q13,38711107,8,0.620522141456604,sbert
Q13,39794837,9,0.6167304515838623,sbert
Q13,41919360,10,0.6123727560043335,sbert
Q13,41030116,11,0.6123068332672119,sbert
Q13,39000382,12,0.6046254634857178,sbert
Q13,41430353,13,0.5845776796340942,sbert
Q13,41919533,14,0.5826095342636108,sbert
Q13,41307192,15,0.5665033459663391,sbert
Q13,39514529,16,0.559977650642395,sbert
Q13,41880327,17,0.5575950741767883,sbert
Q13,41315191,18,0.5501753091812134,sbert
Q13,41950049,19,0.542067289352417,sbert
Q13,40040194,20,0.5383666753768921,sbert
Q14,34011720,1,0.8634449243545532,sbert
Q14,38962980,2,0.8416781425476074,sbert
Q14,39694820,3,0.8105717897415161,sbert
Q14,41055457,4,0.8003906011581421,sbert
Q14,41117607,5,0.7918896675109863,sbert
Q14,38090586,6,0.7804152369499207,sbert
Q14,36229190,7,0.7659910917282104,sbert
Q14,40424561,8,0.7591251134872437,sbert
Q14,36635219,9,0.749374270439148,sbert
Q14,33041959,10,0.7369938492774963,sbert
Q14,38922460,11,0.7348300218582153,sbert
Q14,38928637,12,0.7318515777587891,sbert
Q14,40219952,13,0.7317764759063721,sbert
Q14,40260743,14,0.7290958762168884,sbert
Q14,35030370,15,0.724244236946106,sbert
Q14,41753017,16,0.7120254039764404,sbert
Q14,36537667,17,0.6990305185317993,sbert
Q14,34045307,18,0.6962071657180786,sbert
Q14,41679586,19,0.6931926012039185,sbert
Q14,39928305,20,0.6745608448982239,sbert
Q15,37182886,1,0.6956367492675781,sbert
Q15,37611119,2,0.6685904264450073,sbert
Q15,38189711,3,0.6545386910438538,sbert
Q15,39154408,4,0.6466275453567505,sbert
Q15,32498362,5,0.6452221870422363,sbert
Q15,39000382,6,0.6358590126037598,sbert
Q15,41377063,7,0.6291922926902771,sbert
Q15,36635219,8,0.6221656799316406,sbert
Q15,41030116,9,0.6100969910621643,sbert
Q15,37947042,10,0.6087909936904907,sbert
Q15,41008294,11,0.6047935485839844,sbert
Q15,40645254,12,0.5968254208564758,sbert
Q15,36229190,13,0.5950218439102173,sbert
Q15,38090586,14,0.592336893081665,sbert
Q15,40002697,15,0.5919253826141357,sbert
Q15,36537667,16,0.5906038284301758,sbert
